Latitude,Longitude,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,U(ppb),TDS,Water_Quality
12.6103,77.9395,2021,7.69,620,0,250,50.0,32.0,25.0,225,56.0,21.0,38.0,4.0,0.54,5.68,372.0,0
12.437,77.8505,2021,7.83,593,0,311,28.0,30.0,1.0,170,30.0,23.0,68.0,3.0,0.56,1.76,355.8,0
12.2642,78.5508,2021,7.67,1248,0,464,128.0,67.0,112.0,500,92.0,66.0,71.0,5.0,1.0,1.71,748.8,2
12.3475,78.555,2021,7.54,1924,0,329,299.0,241.0,91.0,590,124.0,68.0,165.0,6.0,1.1,5.08,1154.4,1
12.6998,78.1925,2021,7.51,1261,0,244,164.0,261.0,1.0,330,80.0,32.0,148.0,5.0,1.53,6.82,756.6,2
11.5247,78.0706,2021,7.8,999,0,354,121.0,127.0,23.0,410,52.0,68.0,67.0,0.0,0.83,0.8,599.4,1
11.5981,78.6025,2021,7.6,1347,0,311,174.0,88.0,53.0,450,40.0,85.0,61.0,2.0,0.45,4.57,808.2,1
11.6697,78.2389,2021,7.3,3330,0,439,489.0,266.0,86.0,940,64.0,190.0,175.0,2.0,0.66,7.57,1998.0,2
11.6481,77.825,2021,7.4,542,0,37,121.0,28.0,14.0,180,28.0,27.0,35.0,4.0,0.38,3.6,325.2,0
11.6094,76.1453,2021,7.9,2380,0,397,397.0,224.0,46.0,640,84.0,105.0,225.0,3.0,0.89,5.92,1428.0,2
11.4603,78.5908,2021,7.8,1637,0,488,206.0,132.0,80.0,570,32.0,119.0,115.0,0.0,1.13,2.61,982.2,2
11.5853,77.8414,2021,7.7,1638,0,610,128.0,151.0,10.0,490,40.0,95.0,195.0,2.0,1.74,3.44,982.8,2
11.5822,77.8611,2021,7.7,6000,0,756,1064.0,474.0,14.0,730,44.0,151.0,884.0,1.0,1.88,31,3600.0,2
11.5417,78.4917,2021,7.8,1672,0,329,255.0,133.0,57.0,600,56.0,112.0,90.0,5.0,0.62,2,1003.2,2
11.5436,78.1422,2021,7.9,2590,0,586,255.0,105.0,77.0,610,72.0,105.0,164.0,12.0,0.71,2.25,1554.0,2
11.5022,78.0564,2021,7.8,4170,0,622,709.0,228.0,64.0,1105,130.0,190.0,318.0,43.0,0.21,4.87,2502.0,2
11.8089,77.7889,2021,7.5,721,0,342,71.0,28.0,39.0,390,48.0,66.0,10.0,1.0,1.01,0,432.6,1
11.8075,77.8131,2021,7.5,479,0,305,43.0,63.0,6.0,260,40.0,39.0,59.0,1.0,1.41,2.13,287.4,1
11.6219,78.1061,2021,7.6,4270,0,854,709.0,233.0,22.0,640,48.0,126.0,663.0,3.0,1.11,6.39,2562.0,2
11.7422,78.0472,2021,7.9,3170,0,525,333.0,104.0,78.0,410,48.0,70.0,316.0,10.0,0.41,1.59,1902.0,1
12.5344,79.7558,2021,7.9,1528,0,464,142.0,90.0,52.0,140,28.0,17.0,150.0,153.0,0.42,0.8,916.8,1
11.6456,78.5144,2021,7.7,1947,0,336,376.0,92.0,47.0,680,76.0,119.0,76.0,5.0,0.24,5.75,1168.2,2
11.5628,78.1656,2021,7.8,3000,0,573,333.0,241.0,64.0,760,56.0,151.0,224.0,4.0,0.67,0,1800.0,2
11.6611,78.1664,2021,7.4,4000,0,854,780.0,164.0,19.0,910,64.0,182.0,436.0,9.0,1.41,4.73,2400.0,2
11.7472,77.9306,2021,7.6,457,0,134,50.0,32.0,3.0,130,20.0,19.0,34.0,0.0,0.14,1.23,274.2,0
11.6511,78.1097,2021,7.5,3030,0,769,397.0,160.0,75.0,630,48.0,124.0,317.0,18.0,1.27,0.81,1818.0,2
11.4358,78.5042,2021,7.8,1420,0,451,184.0,93.0,50.0,480,64.0,78.0,101.0,4.0,1.33,3.63,852.0,1
11.5858,78.7536,2021,7.7,844,0,305,110.0,32.0,2.0,280,24.0,53.0,53.0,4.0,0.5,1.26,506.4,1
11.5903,78.5558,2021,7.1,3290,0,256,709.0,189.0,84.0,930,160.0,129.0,188.0,4.0,0.53,7.12,1974.0,2
11.6069,78.0933,2021,7.6,5230,0,616,1014.0,412.0,48.0,840,48.0,175.0,616.0,4.0,1.24,3.99,3138.0,2
11.4753,78.7361,2021,7.5,449,0,159,50.0,22.0,6.0,180,24.0,29.0,22.0,0.0,0.32,1.38,269.4,0
10.0958,77.6881,2021,7.61,1009,0,342,103.0,72.0,2.0,270,42.0,40.0,106.0,5.0,0.81,0.95,605.4,1
9.9944,77.6236,2021,8.2,1306,0,561,121.0,24.0,4.0,300,40.0,49.0,161.0,1.0,1.68,3.29,783.6,2
9.8472,77.3825,2021,7.18,2600,0,275,496.0,168.0,248.0,810,172.0,92.0,225.0,3.0,0.47,8.95,1560.0,2
9.7283,77.2783,2021,7.8,130,0,43,14.0,14.0,2.0,35,8.0,4.0,14.0,2.0,0.17,0.13,78.0,0
9.9586,77.3911,2021,7.6,2600,0,427,532.0,96.0,130.0,730,84.0,126.0,258.0,5.0,1.58,3.06,1560.0,2
9.92,77.515,2021,7.6,2360,0,427,362.0,144.0,200.0,660,70.0,118.0,230.0,16.0,1.3,3.61,1416.0,2
9.7,77.3,2021,7.7,770,0,281,35.0,67.0,37.0,205,22.0,36.0,83.0,0.0,1.15,2.32,462.0,1
9.8072,77.5031,2021,7.8,550,0,220,25.0,29.0,31.0,160,48.0,10.0,51.0,4.0,0.49,2.33,330.0,0
9.7367,77.3169,2021,7.8,1450,0,458,142.0,54.0,130.0,405,80.0,50.0,150.0,2.0,1.09,3,870.0,2
9.9917,77.4306,2021,8.0,1413,0,537,124.0,38.0,74.0,305,58.0,39.0,184.0,4.0,1.18,4.51,847.8,1
9.9719,77.4919,2021,7.7,196,0,67,18.0,19.0,2.0,55,16.0,4.0,18.0,0.0,0.37,0.13,117.6,0
9.0942,77.2981,2021,7.61,1127,0,397,113.0,38.0,51.0,345,58.0,49.0,99.0,3.0,0.34,1.53,676.2,1
9.8958,77.4069,2021,7.6,1152,0,275,142.0,96.0,62.0,400,106.0,33.0,76.0,6.0,0.59,2.37,691.2,1
9.9717,77.5564,2021,7.72,2050,0,397,326.0,149.0,99.0,550,200.0,12.0,212.0,5.0,1.17,1.28,1230.0,1
9.9625,77.5694,2021,7.4,4120,0,201,1205.0,149.0,81.0,1750,308.0,238.0,150.0,5.0,0.7,13.65,2472.0,2
10.1317,77.5506,2021,7.53,2280,0,531,425.0,53.0,62.0,480,68.0,75.0,304.0,5.0,1.07,0.45,1368.0,1
9.9069,77.3297,2021,7.64,2210,0,427,362.0,192.0,63.0,540,30.0,113.0,260.0,6.0,0.98,13.89,1326.0,2
9.8753,77.3911,2021,7.7,1225,0,397,110.0,48.0,130.0,360,80.0,39.0,126.0,1.0,0.7,2.72,735.0,2
10.1197,77.6269,2021,7.3,5620,0,366,1333.0,326.0,360.0,2300,432.0,297.0,235.0,5.0,0.75,29.8,3372.0,2
9.0064,77.6547,2021,7.4,4350,0,336,993.0,336.0,192.0,1610,260.0,233.0,258.0,5.0,1.51,12.12,2610.0,2
9.9164,77.2997,2021,7.65,1140,0,336,106.0,62.0,112.0,380,60.0,56.0,87.0,2.0,0.69,0.5,684.0,2
9.8972,77.3042,2021,7.8,745,0,305,39.0,34.0,50.0,250,82.0,11.0,58.0,4.0,0.49,0.64,447.0,1
9.8394,77.3447,2021,7.35,1436,0,262,277.0,48.0,99.0,480,116.0,46.0,115.0,1.0,0.32,2.82,861.6,1
10.0989,77.5717,2021,7.85,970,0,384,53.0,43.0,64.0,335,64.0,43.0,69.0,6.0,1.07,3.91,582.0,1
9.9606,77.4467,2021,7.91,800,0,317,50.0,34.0,50.0,300,90.0,18.0,46.0,4.0,0.61,0.43,480.0,1
12.6844,79.6292,2021,7.46,1323,0,171,199.0,256.0,56.0,370,80.0,41.0,143.0,3.0,1.07,1.92,793.8,1
12.0989,79.1694,2021,7.46,5390,0,268,1375.0,240.0,15.0,1240,208.0,175.0,522.0,15.0,1.89,0.14,3234.0,2
12.3589,79.2406,2021,7.2,1878,0,476,252.0,90.0,60.0,460,136.0,29.0,177.0,10.0,0.61,2.89,1126.8,1
12.2917,78.7917,2021,7.9,1534,0,488,184.0,6.0,28.0,390,36.0,73.0,107.0,7.0,0.88,4.18,920.4,1
12.4617,79.3508,2021,7.1,1796,0,451,255.0,35.0,31.0,500,92.0,66.0,98.0,6.0,0.85,2,1077.6,1
12.6658,79.5436,2021,7.5,1260,0,220,216.0,36.0,51.0,260,52.0,32.0,115.0,11.0,0.64,1.61,756.0,1
12.7667,79.4125,2021,7.6,2560,0,256,468.0,36.0,36.0,750,216.0,51.0,76.0,6.0,0.19,4.3,1536.0,2
12.455,79.0978,2021,7.3,2780,0,305,461.0,49.0,25.0,830,128.0,124.0,106.0,7.0,0.48,7.83,1668.0,2
12.8111,79.3972,2021,7.8,1351,0,189,255.0,115.0,15.0,460,72.0,68.0,86.0,6.0,0.54,5.19,810.6,1
12.5947,79.6275,2021,7.4,1416,0,293,199.0,35.0,92.0,310,72.0,32.0,119.0,6.0,0.36,0.96,849.6,1
12.5022,79.2253,2021,7.9,839,0,311,57.0,4.0,42.0,260,36.0,41.0,48.0,6.0,1.02,1.11,503.4,1
12.4439,79.0564,2021,7.9,1122,0,342,113.0,18.0,11.0,380,52.0,61.0,38.0,6.0,1.02,0.88,673.2,1
12.6583,79.115,2021,7.5,740,0,250,50.0,8.0,26.0,230,44.0,29.0,23.0,7.0,0.58,0.64,444.0,0
12.825,79.3917,2021,7.2,3490,0,366,752.0,119.0,170.0,930,296.0,46.0,337.0,3.0,0.48,10.51,2094.0,2
12.2097,79.8878,2021,7.3,1959,0,342,355.0,40.0,87.0,600,104.0,83.0,98.0,7.0,0.59,3.05,1175.4,1
12.4858,78.9881,2021,7.9,760,0,189,71.0,119.0,15.0,300,60.0,36.0,33.0,4.0,0.38,1.41,456.0,1
12.2381,79.0725,2021,7.0,1380,0,311,195.0,32.0,10.0,300,80.0,24.0,95.0,26.0,0.47,0.61,828.0,1
12.8192,79.3083,2021,7.36,2540,0,342,518.0,202.0,84.0,580,120.0,68.0,308.0,4.0,0.52,7.28,1524.0,1
12.5031,79.6661,2021,7.2,1972,0,195,454.0,20.0,34.0,650,160.0,61.0,61.0,7.0,0.37,3.31,1183.2,2
12.5064,79.6022,2021,8.2,2050,0,403,390.0,119.0,56.0,570,112.0,70.0,170.0,32.0,0.64,2.9,1230.0,1
12.5094,79.1467,2021,8.0,5400,0,744,872.0,261.0,16.0,910,56.0,187.0,393.0,142.0,0.51,7.16,3240.0,2
8.9,77.475,2021,7.71,1279,0,378,184.0,43.0,42.0,410,80.0,51.0,85.0,16.0,0.27,1.35,767.4,1
8.915,77.475,2021,7.7,873,0,293,128.0,40.0,11.0,330,60.0,44.0,72.0,6.0,0.46,0.44,523.8,1
8.8278,77.575,2021,7.3,1920,0,366,397.0,133.0,81.0,670,88.0,109.0,176.0,4.0,0.87,2.99,1152.0,2
8.8333,77.4083,2021,7.7,1344,0,262,170.0,138.0,47.0,440,136.0,24.0,53.0,24.0,0.66,0.56,806.4,1
8.9167,77.3833,2021,7.6,1355,0,250,234.0,116.0,48.0,560,88.0,83.0,33.0,4.0,0.8,1.51,813.0,1
8.5833,77.7153,2021,7.6,419,0,134,43.0,9.0,10.0,160,56.0,5.0,14.0,4.0,0.43,BDL,251.4,0
9.2417,77.8014,2021,7.59,1060,0,207,142.0,82.0,35.0,405,80.0,50.0,31.0,50.0,0.2,0.78,636.0,1
8.3167,77.5792,2021,7.84,860,0,317,78.0,28.0,12.0,230,52.0,24.0,74.0,13.0,0.92,0.45,516.0,1
8.4917,77.7042,2021,7.8,1698,0,403,298.0,115.0,5.0,280,36.0,46.0,251.0,2.0,1.05,0.23,1018.8,1
8.6911,77.7383,2021,7.7,1362,0,256,227.0,133.0,10.0,300,36.0,51.0,175.0,7.0,0.7,0.43,817.2,1
8.5783,77.5603,2021,7.75,2830,0,586,447.0,133.0,103.0,710,148.0,83.0,295.0,24.0,0.66,6.23,1698.0,2
9.1817,77.4389,2021,7.6,1447,0,232,213.0,187.0,15.0,400,92.0,41.0,135.0,13.0,1.46,1.82,868.2,1
8.2667,77.6847,2021,7.61,460,0,177,43.0,4.0,27.0,190,32.0,27.0,8.0,12.0,0.5,0,276.0,0
8.8517,77.7694,2021,7.3,1510,0,268,255.0,129.0,55.0,510,108.0,58.0,78.0,15.0,0.68,0.91,906.0,1
8.4847,77.7964,2021,7.3,1403,0,220,248.0,146.0,55.0,490,132.0,39.0,73.0,17.0,1.19,2.54,841.8,1
9.2083,77.5583,2021,7.34,1218,0,305,149.0,87.0,35.0,380,84.0,41.0,86.0,7.0,0.66,0,730.8,1
9.2083,77.5583,2021,7.4,1608,0,311,255.0,135.0,68.0,540,100.0,70.0,90.0,3.0,0.72,2.04,964.8,1
8.9722,77.2528,2021,7.49,554,0,183,74.0,20.0,29.0,140,36.0,12.0,58.0,12.0,0.51,0,332.4,0
9.34,77.4383,2021,7.9,1478,0,598,156.0,145.0,31.0,610,84.0,97.0,109.0,17.0,1.51,2.14,886.8,2
8.6667,77.6806,2021,7.6,1152,0,586,43.0,139.0,9.0,320,60.0,41.0,153.0,6.0,1.4,3.9,691.2,1
8.9631,77.3114,2021,7.7,1069,0,232,128.0,113.0,107.0,420,80.0,53.0,59.0,20.0,0.82,0.36,641.4,2
8.7056,77.7222,2021,7.7,1068,0,317,138.0,47.0,22.0,360,64.0,49.0,55.0,12.0,1.47,1.45,640.8,1
8.2867,77.8939,2021,7.67,978,0,281,99.0,18.0,27.0,230,52.0,24.0,51.0,70.0,0.41,BDL,586.8,1
9.2417,77.4083,2021,8.03,908,0,372,50.0,42.0,18.0,270,64.0,27.0,59.0,8.0,1.54,1.17,544.8,2
9.2417,77.4083,2021,7.6,1509,0,439,163.0,54.0,13.0,390,60.0,58.0,132.0,26.0,1.27,2.74,905.4,1
13.1885,79.5831,2021,7.55,2310,0,519,426.0,85.0,102.0,550,120.0,61.0,223.0,114.0,0.82,28.46,1386.0,2
13.2063,80.1149,2021,7.12,1213,0,390,153.0,61.0,0.0,210,24.0,36.0,167.0,2.0,0.82,6.68,727.8,1
13.1066,80.1556,2021,7.09,2060,0,549,256.0,107.0,70.0,510,148.0,34.0,215.0,8.0,0.9,6.5,1236.0,1
13.1531,79.3828,2021,7.28,1470,0,354,227.0,32.0,119.0,570,124.0,63.0,73.0,3.0,0.74,4.39,882.0,2
13.3158,80.1469,2021,7.27,1980,0,354,433.0,65.0,7.0,395,64.0,57.0,254.0,9.0,0.84,31.75,1188.0,1
13.4649,80.1121,2021,7.31,939,0,159,199.0,42.0,12.0,320,72.0,34.0,69.0,9.0,0.25,0.03,563.4,1
13.2867,80.0,2021,7.12,890,0,220,167.0,33.0,0.0,230,46.0,28.0,91.0,1.0,1.09,10.93,534.0,1
13.2792,79.8507,2021,7.38,262,0,61,64.0,6.0,4.0,140,16.0,24.0,7.0,1.0,0.72,0.02,157.2,0
13.3792,80.2924,2021,7.4,5760,0,506,1448.0,383.0,5.0,720,104.0,112.0,896.0,145.0,0.91,1.71,3456.0,2
13.1793,80.0643,2021,6.87,1264,0,311,188.0,96.0,2.0,280,64.0,29.0,154.0,1.0,0.54,1.83,758.4,1
13.1353,80.176,2021,7.35,2620,0,586,362.0,263.0,2.0,740,160.0,83.0,227.0,2.0,1.42,10.89,1572.0,2
13.0009,79.8662,2021,7.24,1023,0,305,156.0,21.0,21.0,450,96.0,51.0,32.0,4.0,0.82,8.58,613.8,1
13.3345,79.4399,2021,7.47,2420,0,689,362.0,74.0,37.0,640,124.0,80.0,199.0,85.0,0.79,39,1452.0,2
13.1726,79.6129,2021,7.25,2230,0,366,511.0,44.0,37.0,610,128.0,71.0,217.0,2.0,0.87,19.94,1338.0,2
13.0293,80.0798,2021,6.98,1553,0,360,234.0,98.0,72.0,390,120.0,22.0,184.0,12.0,0.88,4.93,931.8,1
13.22,79.7304,2021,7.62,1022,0,336,149.0,34.0,4.0,270,60.0,29.0,104.0,1.0,0.95,79.4,613.2,1
13.2046,80.1753,2021,6.92,877,0,250,135.0,30.0,19.0,250,48.0,32.0,81.0,2.0,1.02,3.47,526.2,1
13.45,80.01,2021,7.86,647,0,79,99.0,127.0,30.0,200,32.0,29.0,57.0,7.0,0.57,0.03,388.2,1
13.2921,80.0555,2021,7.16,698,0,201,110.0,34.0,1.0,175,50.0,12.0,80.0,1.0,0.75,3.33,418.8,0
13.3084,80.0461,2021,7.2,843,0,268,107.0,31.0,33.0,160,36.0,17.0,120.0,5.0,0.86,12.94,505.8,1
13.2783,79.7705,2021,7.04,1186,0,378,149.0,34.0,47.0,320,30.0,60.0,120.0,5.0,1.02,10.93,711.6,1
13.0485,80.1021,2021,7.0,1640,0,354,327.0,77.0,7.0,450,112.0,41.0,171.0,9.0,0.84,0.74,984.0,1
13.2653,79.6403,2021,7.66,1378,0,403,192.0,51.0,17.0,380,104.0,29.0,126.0,9.0,1.18,5.23,826.8,1
13.4166,80.3137,2021,7.29,1496,0,378,270.0,46.0,3.0,340,76.0,36.0,175.0,1.0,0.66,7.78,897.6,1
13.157,80.2047,2021,7.1,645,0,98,128.0,42.0,9.0,160,34.0,18.0,72.0,1.0,1.34,0.08,387.0,0
13.1886,80.1883,2021,7.2,534,0,146,103.0,18.0,3.0,160,36.0,17.0,44.0,15.0,0.69,0.03,320.4,0
13.3258,80.2977,2021,7.39,831,0,214,163.0,16.0,2.0,300,64.0,34.0,58.0,1.0,0.58,2.79,498.6,1
13.125,80.0323,2021,6.95,2740,0,354,604.0,189.0,71.0,870,244.0,63.0,208.0,13.0,1.08,12.49,1644.0,2
13.4025,80.2488,2021,7.6,2390,0,384,504.0,137.0,2.0,560,128.0,58.0,286.0,2.0,0.93,11.2,1434.0,1
13.1813,79.6118,2021,7.6,1388,0,348,249.0,29.0,44.0,450,60.0,73.0,113.0,3.0,1.11,4.79,832.8,1
13.1751,79.6131,2021,7.7,1383,0,390,206.0,25.0,49.0,360,68.0,46.0,145.0,1.0,0.97,10.55,829.8,1
13.3313,80.2848,2021,7.44,1658,0,299,341.0,41.0,50.0,400,76.0,51.0,156.0,72.0,0.43,0.81,994.8,1
13.3362,79.9086,2021,7.1,1141,0,323,178.0,36.0,30.0,250,50.0,30.0,141.0,8.0,0.85,6.6,684.6,1
13.0351,79.9283,2021,7.62,420,0,110,78.0,6.0,19.0,220,24.0,39.0,2.0,4.0,0.53,0,252.0,1
13.1836,80.0899,2021,7.08,549,0,116,114.0,9.0,41.0,230,42.0,30.0,30.0,2.0,0.83,0,329.4,0
13.0776,80.1111,2021,7.26,1323,0,232,213.0,157.0,8.0,350,108.0,19.0,129.0,1.0,0.64,0.68,793.8,1
13.1582,80.1021,2021,7.42,421,0,92,85.0,17.0,19.0,90,28.0,5.0,58.0,4.0,0.42,0.08,252.6,0
13.3276,79.4229,2021,7.31,1436,0,415,241.0,22.0,44.0,530,96.0,71.0,92.0,2.0,0.94,18.87,861.6,1
13.2484,80.0166,2021,7.28,528,0,165,82.0,20.0,1.0,165,38.0,17.0,47.0,4.0,0.77,0.91,316.8,0
13.3092,80.275,2021,7.3,1215,0,195,277.0,19.0,13.0,270,72.0,22.0,130.0,27.0,0.55,0.45,729.0,1
9.0292,78.0458,2021,7.7,4160,0,738,440.0,452.0,153.0,1005,112.0,176.0,375.0,101.0,0.71,4.57,2496.0,2
9.1431,77.7719,2021,7.6,523,0,244,14.0,5.0,19.0,220,52.0,22.0,5.0,1.0,0.47,BDL,313.8,0
9.1667,77.875,2021,7.5,873,0,250,64.0,46.0,16.0,320,32.0,58.0,3.0,1.0,0.72,0.11,523.8,1
8.8667,77.9,2021,7.6,8960,0,390,993.0,2950.0,40.0,1680,192.0,292.0,1328.0,21.0,1.15,53,5376.0,2
9.1983,78.2522,2021,7.5,794,0,305,71.0,67.0,19.0,160,32.0,19.0,133.0,3.0,0.94,0.77,476.4,1
8.6342,78.0736,2021,7.3,820,0,317,64.0,39.0,34.0,240,60.0,22.0,77.0,7.0,0.3,2.6,492.0,1
9.1583,77.8417,2021,7.2,2840,0,342,581.0,94.0,35.0,990,204.0,117.0,88.0,13.0,0.41,26.2,1704.0,2
8.4375,77.9736,2021,7.7,550,0,195,43.0,4.0,28.0,190,52.0,15.0,16.0,7.0,0.2,0.64,330.0,0
8.5181,77.8556,2021,7.7,773,0,122,99.0,94.0,27.0,240,72.0,15.0,37.0,7.0,0.44,0.31,463.8,1
8.4333,77.9028,2021,7.6,1066,0,146,248.0,41.0,29.0,170,44.0,15.0,162.0,8.0,0.49,0.75,639.6,1
8.4444,77.9,2021,7.6,1930,0,390,326.0,40.0,84.0,500,152.0,29.0,181.0,18.0,0.47,10.32,1158.0,1
8.625,77.9083,2021,8.0,1079,0,476,92.0,90.0,31.0,290,64.0,32.0,139.0,5.0,1.26,2.76,647.4,1
8.8083,78.1389,2021,7.5,10360,0,756,2297.0,650.0,48.0,1020,128.0,170.0,1829.0,32.0,1.43,41.8,6216.0,2
12.9133,79.0856,2021,8.21,1802,0,393,254.0,98.0,34.0,540,36.0,109.0,136.0,14.0,1.66,9.22,1081.2,2
12.9136,79.0847,2021,8.32,1271,12,311,213.0,58.0,31.0,435,90.0,51.0,92.0,8.0,0.71,1.33,762.6,1
12.7853,78.7067,2021,7.84,4990,0,460,1367.0,162.0,18.0,1350,408.0,80.0,522.0,8.0,0.27,26.7,2994.0,2
13.0147,79.4878,2021,8.21,1110,0,366,145.0,34.0,6.0,135,32.0,13.0,176.0,10.0,0.47,3.5,666.0,1
12.4608,78.6231,2021,8.46,1563,18,488,248.0,29.0,25.0,550,46.0,106.0,110.0,3.0,0.12,2.9,937.8,2
12.9444,78.8439,2021,8.2,825,0,64,142.0,148.0,11.0,280,84.0,17.0,62.0,10.0,0.32,8.6,495.0,1
12.8544,78.8625,2021,8.47,2590,18,451,337.0,320.0,111.0,370,124.0,15.0,426.0,10.0,0.73,4.19,1554.0,2
12.4558,78.5867,2021,8.47,1456,20,293,179.0,75.0,235.0,670,188.0,49.0,73.0,3.0,0.31,0.52,873.6,2
13.1292,79.2542,2021,7.82,2340,0,415,280.0,10.0,43.0,530,72.0,85.0,72.0,21.0,0.8,6.84,1404.0,1
12.9286,79.3325,2021,7.84,1450,0,378,252.0,55.0,37.0,375,60.0,55.0,159.0,16.0,1.5,11.2,870.0,1
12.9303,79.3392,2021,7.99,7020,0,683,1864.0,380.0,21.0,2350,500.0,268.0,575.0,10.0,0.77,16.55,4212.0,2
12.6831,78.625,2021,8.25,2780,0,321,604.0,120.0,210.0,750,184.0,71.0,245.0,3.0,0.84,2.4,1668.0,2
12.6517,78.0775,2021,8.52,2710,12,305,780.0,29.0,12.0,560,172.0,32.0,368.0,12.0,0.42,1.82,1626.0,2
12.8881,79.1375,2021,7.92,1362,0,423,195.0,18.0,97.0,240,68.0,17.0,206.0,9.0,1.87,3.28,817.2,2
12.9144,79.2819,2021,8.19,525,0,183,35.0,38.0,31.0,185,32.0,26.0,35.0,8.0,0.52,1.12,315.0,0
12.117,79.4805,2021,7.45,3720,0,354,768.0,212.0,133.0,1050,300.0,73.0,244.0,4.0,0.05,4.5,2232.0,2
12.1344,79.76,2021,8.04,2210,0,451,412.0,69.0,8.0,660,120.0,88.0,175.0,1.0,0.21,3.23,1326.0,2
11.9917,79.7833,2021,7.8,1448,0,537,121.0,101.0,4.0,510,88.0,70.0,102.0,4.0,0.18,2.26,868.8,1
9.7832,78.9182,2021,7.75,575,0,268,36.0,10.0,4.0,210,60.0,15.0,24.0,2.0,0.0,0.33,345.0,0
9.3639,77.6861,2021,7.5,4020,0,598,631.0,579.0,102.0,660,88.0,107.0,720.0,42.0,1.31,8.92,2412.0,2
9.4464,77.7667,2021,8.2,602,0,134,78.0,22.0,42.0,240,76.0,12.0,12.0,4.0,0.29,0.52,361.2,0
9.5125,78.0958,2021,7.57,3260,0,549,610.0,118.0,60.0,680,72.0,122.0,305.0,14.0,1.37,4.48,1956.0,2
9.7389,78.1008,2021,7.77,2240,0,403,333.0,120.0,92.0,520,104.0,63.0,179.0,7.0,1.4,3.02,1344.0,1
10.7008,77.4542,2021,7.63,147,0,73,21.0,2.0,12.0,70,12.0,10.0,12.0,1.0,0.4,0,88.2,0
9.3833,77.5583,2021,7.42,5160,0,256,1276.0,500.0,60.0,1280,244.0,163.0,687.0,40.0,1.15,18.34,3096.0,2
9.6308,77.8167,2021,7.69,579,0,183,28.0,12.0,44.0,230,48.0,27.0,11.0,7.0,0.71,0.9,347.4,0
9.4639,78.165,2021,7.1,6150,0,677,1184.0,360.0,64.0,1460,396.0,114.0,643.0,25.0,1.12,17.2,3690.0,2
9.7183,78.1131,2021,7.6,1126,0,317,177.0,48.0,53.0,430,88.0,51.0,75.0,6.0,1.11,1.45,675.6,1
9.6694,78.1083,2021,7.4,2590,0,342,503.0,100.0,50.0,810,136.0,114.0,112.0,11.0,0.64,14.98,1554.0,2
9.6619,78.2058,2021,7.7,336,0,122,21.0,26.0,12.0,100,16.0,15.0,27.0,3.0,1.1,0.33,201.6,0
9.4986,77.7,2021,7.9,405,0,140,21.0,40.0,16.0,180,32.0,24.0,10.0,4.0,0.52,0.4,243.0,0
9.5256,77.8894,2021,7.5,2780,0,403,362.0,511.0,92.0,910,104.0,158.0,310.0,16.0,1.34,14.4,1668.0,2
9.325,78.0083,2021,7.46,19600,0,671,3616.0,4150.0,30.0,2450,340.0,389.0,3075.0,21.0,1.35,83,11760.0,2
9.4625,77.5417,2021,7.2,2880,0,366,532.0,216.0,79.0,680,124.0,90.0,270.0,7.0,1.03,3.55,1728.0,2
9.45,77.7917,2021,7.3,1872,0,311,425.0,63.0,47.0,540,108.0,66.0,150.0,10.0,0.43,2.55,1123.2,1
9.5,77.6333,2021,7.61,2290,0,317,461.0,63.0,23.0,490,84.0,68.0,190.0,5.0,0.65,0.61,1374.0,1
9.4992,77.6267,2021,7.9,726,0,342,57.0,49.0,20.0,340,52.0,51.0,22.0,22.0,0.35,0.65,435.6,1
9.6083,77.6667,2021,7.8,735,0,342,78.0,44.0,23.0,230,36.0,34.0,84.0,4.0,0.73,0.79,441.0,1
9.3333,77.7667,2021,7.7,3510,0,695,503.0,139.0,120.0,840,60.0,168.0,374.0,21.0,1.88,24.13,2106.0,2
9.6303,77.6417,2021,7.8,473,0,195,21.0,16.0,22.0,160,24.0,24.0,22.0,2.0,1.17,0.36,283.8,0
10.2242,78.2294,2021,7.74,7160,0,756,1529.0,385.0,378.0,1840,80.0,399.0,680.0,6.7,1.3,49.92,4296.0,2
10.0931,78.2711,2021,7.41,1170,0,342,149.0,98.0,17.0,310,56.0,41.0,128.0,15.0,1.59,159.84,702.0,2
10.0383,78.1986,2021,7.57,825,0,281,78.0,58.0,17.0,275,72.0,23.0,54.0,4.2,0.61,2.22,495.0,1
9.8556,78.0667,2021,7.31,1763,0,329,341.0,53.0,48.0,670,88.0,109.0,91.0,4.7,1.04,1.94,1057.8,2
9.7069,77.8856,2021,7.76,2570,0,500,370.0,245.0,21.0,720,80.0,126.0,284.0,18.0,1.54,3.02,1542.0,2
9.7208,77.8556,2021,7.69,1775,0,451,263.0,130.0,0.35,390,44.0,68.0,234.0,0.31,1.6,1.66,1065.0,2
9.7428,77.7922,2021,7.73,899,0,268,89.0,56.0,46.0,335,66.0,41.0,41.0,0.87,0.65,0.93,539.4,1
9.8044,77.6689,2021,7.85,1373,0,451,178.0,67.0,31.0,520,64.0,88.0,103.0,1.4,1.6,0.76,823.8,2
9.8844,78.1825,2021,7.73,3040,0,512,555.0,140.0,37.0,520,32.0,107.0,415.0,1.4,0.82,6.65,1824.0,2
