Latitude,Longitude,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,TH,Ca,Mg,Na,K,F,U(ppb),TDS
13.3362,79.9086,2021,7.1,1141,0,323,178,36,30,250,50,30,141,8,0.85,6.6,684.6
13.0351,79.9283,2021,7.62,420,0,110,78,6,19,220,24,39,2,4,0.53,0,252
13.1836,80.0899,2021,7.08,549,0,116,114,9,41,230,42,30,30,2,0.83,0,329.4
13.0776,80.1111,2021,7.26,1323,0,232,213,157,8,350,108,19,129,1,0.64,0.68,793.8
13.1582,80.1021,2021,7.42,421,0,92,85,17,19,90,28,5,58,4,0.42,0.08,252.6
13.3276,79.4229,2021,7.31,1436,0,415,241,22,44,530,96,71,92,2,0.94,18.87,861.6
13.2484,80.0166,2021,7.28,528,0,165,82,20,1,165,38,17,47,4,0.77,0.91,316.8
13.3092,80.275,2021,7.3,1215,0,195,277,19,13,270,72,22,130,27,0.55,0.45,729
9.0292,78.0458,2021,7.7,4160,0,738,440,452,153,1005,112,176,375,101,0.71,4.57,2496
9.1431,77.7719,2021,7.6,523,0,244,14,5,19,220,52,22,5,1,0.47,BDL,313.8
9.1667,77.875,2021,7.5,873,0,250,64,46,16,320,32,58,3,1,0.72,0.11,523.8
8.8667,77.9,2021,7.6,8960,0,390,993,2950,40,1680,192,292,1328,21,1.15,53,5376
9.1983,78.2522,2021,7.5,794,0,305,71,67,19,160,32,19,133,3,0.94,0.77,476.4
8.6342,78.0736,2021,7.3,820,0,317,64,39,34,240,60,22,77,7,0.3,2.6,492
9.1583,77.8417,2021,7.2,2840,0,342,581,94,35,990,204,117,88,13,0.41,26.2,1704
8.4375,77.9736,2021,7.7,550,0,195,43,4,28,190,52,15,16,7,0.2,0.64,330
8.5181,77.8556,2021,7.7,773,0,122,99,94,27,240,72,15,37,7,0.44,0.31,463.8
8.4333,77.9028,2021,7.6,1066,0,146,248,41,29,170,44,15,162,8,0.49,0.75,639.6
8.4444,77.9,2021,7.6,1930,0,390,326,40,84,500,152,29,181,18,0.47,10.32,1158
8.625,77.9083,2021,8,1079,0,476,92,90,31,290,64,32,139,5,1.26,2.76,647.4
8.8083,78.1389,2021,7.5,10360,0,756,2297,650,48,1020,128,170,1829,32,1.43,41.8,6216
12.9133,79.0856,2021,8.21,1802,0,393,254,98,34,540,36,109,136,14,1.66,9.22,1081.2
12.9136,79.0847,2021,8.32,1271,12,311,213,58,31,435,90,51,92,8,0.71,1.33,762.6
12.7853,78.7067,2021,7.84,4990,0,460,1367,162,18,1350,408,80,522,8,0.27,26.7,2994
13.0147,79.4878,2021,8.21,1110,0,366,145,34,6,135,32,13,176,10,0.47,3.5,666
12.4608,78.6231,2021,8.46,1563,18,488,248,29,25,550,46,106,110,3,0.12,2.9,937.8
12.9444,78.8439,2021,8.2,825,0,64,142,148,11,280,84,17,62,10,0.32,8.6,495
12.8544,78.8625,2021,8.47,2590,18,451,337,320,111,370,124,15,426,10,0.73,4.19,1554
12.4558,78.5867,2021,8.47,1456,20,293,179,75,235,670,188,49,73,3,0.31,0.52,873.6
13.1292,79.2542,2021,7.82,2340,0,415,280,10,43,530,72,85,72,21,0.8,6.84,1404
12.9286,79.3325,2021,7.84,1450,0,378,252,55,37,375,60,55,159,16,1.5,11.2,870
12.9303,79.3392,2021,7.99,7020,0,683,1864,380,21,2350,500,268,575,10,0.77,16.55,4212
12.6831,78.625,2021,8.25,2780,0,321,604,120,210,750,184,71,245,3,0.84,2.4,1668
12.6517,78.0775,2021,8.52,2710,12,305,780,29,12,560,172,32,368,12,0.42,1.82,1626
12.8881,79.1375,2021,7.92,1362,0,423,195,18,97,240,68,17,206,9,1.87,3.28,817.2
12.9144,79.2819,2021,8.19,525,0,183,35,38,31,185,32,26,35,8,0.52,1.12,315
12.117,79.4805,2021,7.45,3720,0,354,768,212,133,1050,300,73,244,4,0.05,4.5,2232
12.1344,79.76,2021,8.04,2210,0,451,412,69,8,660,120,88,175,1,0.21,3.23,1326
11.9917,79.7833,2021,7.8,1448,0,537,121,101,4,510,88,70,102,4,0.18,2.26,868.8
9.7832,78.9182,2021,7.75,575,0,268,36,10,4,210,60,15,24,2,0,0.33,345
9.3639,77.6861,2021,7.5,4020,0,598,631,579,102,660,88,107,720,42,1.31,8.92,2412
9.4464,77.7667,2021,8.2,602,0,134,78,22,42,240,76,12,12,4,0.29,0.52,361.2
9.5125,78.0958,2021,7.57,3260,0,549,610,118,60,680,72,122,305,14,1.37,4.48,1956
9.7389,78.1008,2021,7.77,2240,0,403,333,120,92,520,104,63,179,7,1.4,3.02,1344
10.7008,77.4542,2021,7.63,147,0,73,21,2,12,70,12,10,12,1,0.4,0,88.2
9.3833,77.5583,2021,7.42,5160,0,256,1276,500,60,1280,244,163,687,40,1.15,18.34,3096
9.6308,77.8167,2021,7.69,579,0,183,28,12,44,230,48,27,11,7,0.71,0.9,347.4
9.4639,78.165,2021,7.1,6150,0,677,1184,360,64,1460,396,114,643,25,1.12,17.2,3690
9.7183,78.1131,2021,7.6,1126,0,317,177,48,53,430,88,51,75,6,1.11,1.45,675.6
9.6694,78.1083,2021,7.4,2590,0,342,503,100,50,810,136,114,112,11,0.64,14.98,1554
9.6619,78.2058,2021,7.7,336,0,122,21,26,12,100,16,15,27,3,1.1,0.33,201.6
9.4986,77.7,2021,7.9,405,0,140,21,40,16,180,32,24,10,4,0.52,0.4,243
9.5256,77.8894,2021,7.5,2780,0,403,362,511,92,910,104,158,310,16,1.34,14.4,1668
9.325,78.0083,2021,7.46,19600,0,671,3616,4150,30,2450,340,389,3075,21,1.35,83,11760
9.4625,77.5417,2021,7.2,2880,0,366,532,216,79,680,124,90,270,7,1.03,3.55,1728
9.45,77.7917,2021,7.3,1872,0,311,425,63,47,540,108,66,150,10,0.43,2.55,1123.2
9.5,77.6333,2021,7.61,2290,0,317,461,63,23,490,84,68,190,5,0.65,0.61,1374
9.4992,77.6267,2021,7.9,726,0,342,57,49,20,340,52,51,22,22,0.35,0.65,435.6
9.6083,77.6667,2021,7.8,735,0,342,78,44,23,230,36,34,84,4,0.73,0.79,441
9.3333,77.7667,2021,7.7,3510,0,695,503,139,120,840,60,168,374,21,1.88,24.13,2106
9.6303,77.6417,2021,7.8,473,0,195,21,16,22,160,24,24,22,2,1.17,0.36,283.8
10.2242,78.2294,2021,7.74,7160,0,756,1529,385,378,1840,80,399,680,6.7,1.3,49.92,4296
10.0931,78.2711,2021,7.41,1170,0,342,149,98,17,310,56,41,128,15,1.59,159.84,702
10.0383,78.1986,2021,7.57,825,0,281,78,58,17,275,72,23,54,4.2,0.61,2.22,495
9.8556,78.0667,2021,7.31,1763,0,329,341,53,48,670,88,109,91,4.7,1.04,1.94,1057.8
9.7069,77.8856,2021,7.76,2570,0,500,370,245,21,720,80,126,284,18,1.54,3.02,1542
9.7208,77.8556,2021,7.69,1775,0,451,263,130,0.35,390,44,68,234,0.31,1.6,1.66,1065
9.7428,77.7922,2021,7.73,899,0,268,89,56,46,335,66,41,41,0.87,0.65,0.93,539.4
9.8044,77.6689,2021,7.85,1373,0,451,178,67,31,520,64,88,103,1.4,1.6,0.76,823.8
9.8844,78.1825,2021,7.73,3040,0,512,555,140,37,520,32,107,415,1.4,0.82,6.65,1824
